ParlaMint-BE_2014-10-15-54-plenair-ip009x.u1	[[De voorzitter:]] De vergadering is geopend. La séance est ouverte.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u115	[[01.103 Minister Kris Peeters:]] Mijnheer de voorzitter, een tijdje geleden heb ik het genoegen gehad deel uit te maken van de Groep van Tien en van andere overlegmomenten in Vlaanderen. Ik weet dus hoe belangrijk het sociaal overleg is. Ik weet ook dat wanneer de regering beslist, en inzake de indexsprong heeft zij de beslissing al genomen, het niet eenvoudig is het sociaal overleg zo snel mogelijk te realiseren, maar wij geloven erin. Er zijn nog vele andere domeinen waar het sociaal overleg zeer belangrijk is, zowel voor de regering als voor de sociale partners. Het sociaal overleg heeft geen limitatieve agenda. Op bepaalde plaatsen in het regeerakkoord wordt expliciet verwezen naar het sociaal overleg, maar als de sociale partners vragen om bepaalde zaken rond de tafel verder te bespreken, dan ben ik daar graag toe bereid. Voor alle duidelijkheid wijs ik erop dat een aantal beslissingen zijn genomen. Eerlijkheidshalve moet ik meegeven dat de indexsprong een beslissing van deze federale regering is. Ik hoop echter dat ook op de andere punten, die voor het sociaal-economische aspect zo belangrijk zijn, de sociale partners voor het tripartiteoverleg rond de tafel komen zitten, zoals daarjuist is toegelicht.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u116	[[De voorzitter:]] Mijnheer Bonte, ik wil er u op wijzen dat de thematische debatten nog volgen, maar u krijgt nu het woord.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u117	[[01.104 Hans Bonte (sp.a):]] Mijnheer de vice-eersteminister, ik kan niet anders dan de heer Calvo gelijk geven. Hij stelt dat het erop neerkomt dat de regering eerst centen van de werknemers afneemt, vervolgens ingaat op een aantal voor de vakbonden centrale, gevoelige punten, die de werkgevers steevast naar voren schuiven, zoals de IGU of de flexibiliteitsmaatregelen, om daarna de vakbonden te melden dat zij hen de hand reikt. Mijnheer de eerste minister, voor alle duidelijkheid, zo werkt ons sociaal overleg niet. Dat weet u ook, beter dan om het even wie.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u118	[[01.105 Kristof Calvo (Ecolo-Groen):]] Mijnheer de vice-eersteminister, in elk geval hoop ik dat uw regering zich ter zake snel herpakt. Het is immers mijn oprechte overtuiging dat op het moment dat dit land moet worden hervormd, men polarisatie kan missen als kiespijn. Mijnheer de eerste minister, misschien is het een te grote blijk van respect ten aanzien van het Parlement, maar wij hebben u vandaag nog niet gehoord. Ik zou ook aan u willen vragen om de komende dagen, weken en maanden op dit punt uw rol van eerste minister te spelen, om mensen – werkgevers en werknemers – te verbinden en samen de hervormingstrein te laten bollen. Vóór de onderbreking een klein uurtje geleden was ik een punt aan het maken dat, althans volgens onze fractie, bijzonder relevant was voor mevrouw De Block. Het betrof de kwaliteit van jobs. Daarna is het hele debat rond arbeid begonnen. Dat debat is zeker niet uitgeput en is ook een heel interessant en heel fundamenteel debat. Ik heb reeds gezegd dat onze fractie zich zorgen maakt over de kwaliteit van de arbeid, over een aantal maatregelen en over de impact ervan op de gezondheid. Mevrouw De Block, in dezelfde sfeer maken wij ons ook zorgen over de effecten van het uitblijven van enige milieuambitie. Collega’s, vandaag lijdt al één miljoen landgenoten aan astma. Een vijfde van hen zijn kindjes, kleine Belgjes, kleine Vlamingen, kleine Franstaligen. Tweehonderdduizend kinderen hebben last van astma. Zulks heeft onder meer te maken met het feit dat dit land op het vlak van milieu niet de stap zet die nodig is. Mevrouw De Block, de combinatie van een aantal arbeidsmarktmaatregelen, met name harder en meer werken voor minder loon, maar zonder ambitie inzake milieu en gezondheid, maakt van dit regeerakkoord een gevaar voor de volksgezondheid. Eigenlijk zou elke minister in de regering ook minister van Volksgezondheid moeten zijn. Het regeerakkoord opent heel wat paden en ik hoop in ieder geval dat u, als specifiek bevoegd minister, daarvoor veel aandacht zult hebben. Ik weet dat u behoorlijk wat kwaliteiten hebt. Dokter Maggie kan veel, maar een wonderdokter bent u niet. Als het sociaal beleid en het milieubeleid scheef zitten, dan ontstaan er gezondheidsproblemen. Ik wil u aldus aanbevelen om daar werk van te maken. Ik kom tot een derde punt. Ik probeer er een beetje vaart achter te zetten, want mijn collega Nollet heeft ook veel belangrijke dingen te vertellen. Voor ons is dit regeerakkoord er een van dogma’s en symbolen. Ik kan ze niet allemaal opsommen, maar ik zal er drie specifiek uitlichten. Het zijn maatregelen waarvan de voorbije periode duidelijk is gebleken dat zij niet werken of geen oplossingen bieden. Een eerste voorbeeld gaat over een dossier dat onze fractie na aan het hart ligt, met name de kerncentrales. De collega’s die de voorbije jaren de debatten daaromtrent hebben gevolgd, hebben horen spreken over de scheurtjes, de lekkende vaten en de sabotage. Kernenergie is meer dan ooit het probleem. Als wij ons vandaag zorgen maken over de bevoorradingszekerheid in de komende winter, dan komt dat omdat die oude kerncentrales steken laten vallen. Toch gaat u door met dat nucleair dogma en zegt u dat de toekomst van onze energievoorziening op korte en middellange termijn zit in een bestendiging van de nucleaire dominantie, in de focus op kerncentrales. Die focus maakt ons nochtans zo kwetsbaar en dus begrijp ik die maatregel niet. De verlengde openingsduur van Doel 1 en Doel 2 tot 2025 is een dogma. Kernenergie werkt niet. Dat is een eerste voorbeeld van een erg uitgesproken dogma in dit regeerakkoord. Een tweede voorbeeld is de indexsprong. Dat dogma zal de mensen behoorlijk wat geld kosten. Minister Peeters heeft daarstraks niet geantwoord op mijn vraag naar de uitzondering. Voor hoeveel mensen geldt de uitzondering op de indexsprong eigenlijk? In welk bedrag is voorzien voor die uitzondering? Gaat het om de 127 miljoen euro waarover u sprak? Wij hebben immers al verschillende mogelijke uitzonderingen gehoord, zoals de laagste uitkeringen. Waar zullen de uitzonderingen zich situeren en wat is het uitgetrokken budget? Dat is een zeer belangrijke vraag.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u119	[[01.106 Minister Kris Peeters:]] Mijnheer Calvo, er is eerst en vooral de welvaartsenveloppe en daarnaast 127 miljoen om de indexsprong te corrigeren voor de laagste uitkeringen.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u120	[[01.107 Kristof Calvo (Ecolo-Groen):]] Dat biedt het voordeel van de duidelijkheid. Het betekent dat de zogenaamde sociale indexsprong een indexsprong zal zijn voor iedereen, behalve voor degenen met de laagste uitkeringen. Dat betekent dat 95 % van de bevolking zijn koopkracht de komende jaren zal zien dalen, en niet voor één jaar. Et ce n'est pas seulement pour cette année-ci, monsieur Michel. Je lis dans les journaux que le saut d'index ne concernerait que cette année. Ce n'est pas le cas: c'est pour toute la vie! Dat kost 276 euro voor de gemiddelde werknemer. U neemt meer dan u nadien teruggeeft. Voor een tweeverdienersgezin met een maandelijks inkomen van 5 000 euro gaat dat over 780 euro per jaar. Dit is geen indexsprong voor een beperkte groep van mensen, maar voor 95 % van onze landgenoten. Dat is de zogenaamde slimme indexsprong.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u121	[[01.108 Minister Kris Peeters:]] Mijnheer Calvo, wij voeren die indexsprong door om onze bedrijven concurrentieel te maken en om jobs te creëren. Ten tweede, het is een slimme indexsprong die wordt gecorrigeerd. Vandaar die 127 miljoen voor de laagste uitkeringen. Ten derde, er is ook koopkracht voor de actieve bevolking. De premier heeft ernaar verwezen. Dat heeft te maken met de forfaitaire beroepskosten die worden opgetrokken. Ten vierde, voor de koopkracht van de niet-actieven hebben wij de welvaartsenveloppe. U moet dat vanuit die invalshoek bekijken. Een, een indexsprong om jobs te creëren. Twee, de koopkracht voor de actieven wordt verhoogd door de forfaitaire beroepskosten. Drie, de koopkracht voor de niet-actieven wordt via de welvaartsenveloppe aangepakt. Vier, er komt een sociale correctie voor de laagste uitkeringen van 127 miljoen. Deze vier elementen moet u samen bekijken als u over de indexsprong spreekt.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u122	[[01.109 Kristof Calvo (Ecolo-Groen):]] Voor 95 % van de mensen komt er een indexsprong. U mag het nog honderdmaal of zelfs duizendmaal herhalen, maar een sociale indexsprong bestaat niet. Een indexsprong is altijd een asociale maatregel. Ik nodig u uit om de studie van het HIVA van vorige week erop na te lezen. Het HIVA was de tweede studiedienst van CD&V. In die studie zeggen twee onderzoekers, en ik citeer: “Het gevaar bestaat dat een symboolstrijd”— opnieuw symbolen en dogma’s, beste collega’s —“enkel slachtoffers maakt en nalaat de beleidsmaatregelen te nemen die het aantrekken van de economie reëel versterken zonder de ongelijkheid te creëren.” Dat is wat de indexsprong doet. Dat is wat academici, mensen in de periferie van de beweging, mensen dicht bij u, mijnheer Beke, schrijven en u legt dat naast zich neer. Dogma nummer twee: een indexsprong voor 95 % van de mensen. Ten derde, een thema dat al vaak de revue is gepasseerd is – ik zal er snel overgaan – is het uitblijven van een fiscale hervorming. Dat is voor onze fractie de grootste teleurstelling. Als men dit land wil hervormen, mijnheer de eerste minister, minister Peeters, dan moet men de belastingen hervormen. Ik heb deze ochtend al het cijfer genoemd, toen de heer Beke nog aanwezig was. Vandaag bedragen de lasten op arbeid 102 miljard euro en de lasten op vermogen 11 miljard euro. Dat betekent dat de lasten op arbeid vandaag 26,4 % van het bbp bedragen. Met uw maatregelen zal dat percentage dalen met 0,2 %. De inkomsten uit vermogen zullen met 0,1 % van het bbp stijgen. Dat is geen fiscale hervorming. Dat is geen hervorming; dat is meer van hetzelfde. Als men kijkt naar de andere maatregelen, is dat zelfs nog een stuk minder sociaal. Er is nochtans welvaart in ons land. Er is ruimte voor een fiscale hervorming. De 10 % meest vermogenden hebben vandaag 877 miljard euro vermogen. Er is niets radicaals aan het vragen van een vermogenswinstbijdrage. Het enige wat vandaag radicaal is, zijn de lasten op arbeid. Dat maakt, mijnheer Dewael, dat u ongeloofwaardig bent in uw pleidooi voor echte jobs en jobcreatie. Ik sta nog even stil bij twee partijen van de meerderheid. Voor de N-VA is het de gedroomde coalitie, het Antwerps model, zeker als er in de atomaschriftjes nog iets staat over artikel 195, wat op het N-VA-congres werd gesuggereerd. Voor de heer Dewael is het sociaal-economisch evident ook de droomcoalitie, maar liberalisme is hopelijk meer dan alleen de centen en de markt. Als ik een aantal hoofdstukken van het regeerakkoord lees, vraag ik mij echt af of volbloedliberalen zich wel thuis voelen in de coalitie. Het is een vraag. Voelen de liberalen zich thuis in de coalitie? Kijk bijvoorbeeld naar het hoofdstuk Asiel en Migratie. In Zweden heeft een Bosnische vluchteling het vorige week tot minister geschopt. Wij hebben een staatssecretaris voor Asiel en Migratie, die spreekt in termen van het verwijderen van mensen. U moet daar eens bij stilstaan. Dat zegt men niet over mensen. Niet iedereen kan hier blijven, maar iedereen verdient wel bescherming, een fatsoenlijk onthaal en minstens een deftige, menswaardige taal van de politiek verantwoordelijke ter zake. Mijnheer Dewael, dit is de eerste vraag die ik mij stel. Hebt u als liberaal geen probleem met dat ranzige kantje van het regeerakkoord?
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u123	[[01.110 Patrick Dewael (Open Vld):]] Mijnheer Calvo, inzake asiel- en migratiebeleid is de vorige staatssecretaris die daarvoor bevoegd was, voor mij het absolute ijkpunt. Dat zal niet veranderen. Humaan, correct en rechtvaardig. En zo moet het.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u124	[[01.111 Kristof Calvo (Ecolo-Groen):]] Ik hoop dat dat de lijn zal zijn, mijnheer Dewael. Wij hebben echter vorige week ook de kranten gelezen. Een tweede reden waarom u zich als liberaal zorgen dient te maken, is het slordig omspringen met individuele vrijheden in een aantal dossiers. Mijn collega’s zullen daar later nog op terugkomen. Als liberalisme meer is dan alleen de markt en centen, kijk dan nog eens naar de hoofdstukken over Justitie, Binnenlandse Zaken en Asiel en Migratie. Daar zit behoorlijk wat vrijheidsberoving in. Dit is misschien de reden waarom de heer Tommelein staatssecretaris voor Privacy moest worden: om de hele regering op dat vlak wat tegen te houden. Ik maak mij echt zorgen over de gretigheid ter zake. Ik heb ook oprechte vragen voor een andere partij. Mijnheer Verherstraeten, u voelt mij al komen. Ik heb de opsomming gemaakt: een indexsprong voor 95 % van de mensen, loonmatiging voor 100 % van de mensen, de maatregelen inzake de wachtuitkering, het deeltijds werken, het tijdskrediet, de duurdere treinen, griffierechten, een minder toegankelijke justitie enzovoort. Aan de heer Dewael vraag ik of hij zich wel goed voelt in de coalitie. Aan u, mijnheer Verherstraeten, is mijn vraag: wat doet u in godsnaam in die coalitie? De fiscale hervorming is niet gerealiseerd. Inzake sociale politiek en arbeidsmarkt hebt u niets gerealiseerd. De heer Peeters zei in de campagne dat hij het sociale geweten van Vlaanderen zou zijn, want de anderen zouden de mensen pijn doen. Nu doet u samen mensen pijn. Wat doen de christendemocraten in de coalitie? Ik stel de vraag en blijkbaar heel wat andere mensen ook. Minister Jamar heeft hopelijk weldra de cijfers. Zodra de begroting beschikbaar is, zal mijn fractie de uitdaging aangaan en de handschoen opnemen om een tegenbegroting op te stellen. Die tegenbegroting zal wel inzetten op een fiscale hervorming, ze zal een evenwichtigere pensioen- en loopbaanhervorming voorstellen, ze zal voor een meer gerichte lastenverlaging gaan enzovoort. Ik rond af, mijnheer de voorzitter. Ons land heeft ambitie nodig. Ons land heeft ongelofelijk veel mogelijkheden, veel meer dan wat het regeerakkoord laat uitschijnen. Ik citeer Rutger Bregman, schrijver voor De Correspondent, omdat ik denk dat het opgaat voor ons land: ”Wij hoeven niet overdreven optimistisch te zijn. Wij hoeven niet overdreven pessimistisch te zijn. Wij moeten possibilistisch zijn." Wij moeten possibilistisch zijn. Het kan anders, beste mensen, het kan beter in dit land. Dit regeerakkoord maakt van België een land met meer ongelijkheid, met meer milieuvervuiling, terwijl hervormen ook sociaal en groen kan. Wij houden van dit land. Wij doen aan politiek voor mensen en om die reden zullen wij straks met veel overtuiging jullie het vertrouwen niet geven.
ParlaMint-BE_2014-10-15-54-plenair-ip009x.u125	[[01.112 Servais Verherstraeten (CD&V):]] Mijnheer de voorzitter, mijnheer de eerste minister, collega’s, een nieuwe regering en, uiteraard, een nieuw beleid, en ook een nieuwe oppositie. Sta mij toe om met dat laatste te mogen beginnen. Vanochtend heb ik bewonderend kunnen luisteren naar de interventie van collega Onkelinx, die moeiteloos – dat heeft me niet verbaasd – de overstap heeft gemaakt van vicepremier naar oppositieleidster. En ja, we krijgen allemaal andere hoedanigheden in de politiek: intellectuele lenigheid in de politiek is een voordeel. Deze namiddag kregen we toch twee of drie positieve puntjes in het regeerakkoord, maar daarna was het ook vrij snel gedaan. Deze ochtend heb ik zelfs niks positiefs gehoord. Als men overdrijft, verliest men aan geloofwaardigheid. Als men alles afbrandt wat deze regering voorstelt, is dat niet geloofwaardig. Als men stelt dat deze regering de kortste weg is naar een sociaal kerkhof, dan is men niet geloofwaardig. Als men het regeerakkoord leest en dan stelt dat er enkel cadeaus aan ondernemers worden gegeven, dan is men niet geloofwaardig. Als men stelt dat dit de meest rechtse regering na de Tweede Wereldoorlog is, dan is men niet geloofwaardig. Dat geldt ook in dit op het ogenblik vooral Franstalig debat, wat het omgekeerde is van de vorige legislatuur, als men zegt dat dit een regering is tegen de Franstaligen. Collega’s, er is nog nooit – en ik mag reeds lang in dit Huis zetelen – zo veel commentaar gegeven op een regering voordat die regering tot stand is gekomen. En ja, dit is een onuitgegeven coalitie. De afgelopen legislatuur is er bij de bespreking van de zesde staatshervorming onder meer op gewezen dat onze huidige Grondwet een grendelgrondwet is. Het is een grendelgrondwet die eigenlijk vereist dat men in elke taalgemeenschap meerderheden heeft om dit land in beweging te krijgen. Ik wil niet polemiseren, maar ondanks die zogenaamde grendelgrondwet starten wij hier vandaag met een meerderheid met drie Nederlandstalige partijen en één Franstalige partij. Toen ik de afgelopen legislatuur ’s avonds ging spreken, kreeg ik steeds hetzelfde te horen, namelijk dat wij regeerden zonder Vlaamse meerderheid. Wel, al degenen die mij dat toen hebben verweten, zwijgen nu. En al degenen die er toen over zwegen, zeggen nu voluit dat er geen Franstalige meerderheid is. Het is trouwens niet de eerste keer dat wij een regering hebben zonder Franstalige meerderheid. Collega’s, laten wij geen verstoppertje spelen. Het gaat niet over het ontbreken van een meerderheid in een bepaalde taalgroep. Diegenen die dit argument gebruiken, net als degenen die het gebruikt hebben tijdens de vorige legislatuur, degenen die het vandaag gebruiken doen dat omdat ze tegenstanders zijn van het project van deze regering die economische groei wilt met sociale vooruitgang. Daarover gaat het. Mijnheer de eerste minister, ik verwijs naar uw verklaring van gisteren, waarmee ik het volledig eens ben, waarin u hebt gezegd – uw voorganger deed dat trouwens ook tijdens de vorige legislatuur – dat deze regering er zal zijn voor alle Vlamingen, voor alle Franstaligen en voor alle Duitstaligen. Elke minister en elke staatssecretaris is er voor alle Belgen. Deze regering is, zoals het hoort, paritair samengesteld en moet een meerderheid krijgen federaal in dit Parlement, niet meer maar ook niet minder. Collega’s, deze meerderheid is inderdaad onuitgegeven, maar dat is ook de oppositie. Niettegenstaande ik reeds lang in dit Huis mag zetelen, heb ik nooit meegemaakt dat een ontslagnemend eerste minister – waarvoor ik zeer veel respect heb – zich reeds als oppositieleider profileerde voordat de nieuwe regering was samengesteld. Dat had ik nog nooit gezien. Collega’s, op één punt geef ik de critici gelijk. Deze coalitie maakt keuzes, moeilijke keuzes en we zullen die met zijn allen inderdaad voelen. De vraag werd daarnet nog gesteld. Waarom maakt deze coalitie eigenlijk deze keuzes? Wel collega’s, het is omdat deze regering niet conservatief is. Het is omdat deze regering niet uitsluitend krampachtig wil behouden wat we hebben. Het is vooral niet omdat we de problemen voor ons uit willen schuiven. Het is niet omdat we de lasten naar de volgende generaties willen doorschuiven. Maar het is vooral omdat we willen dat deze en de volgende generaties het beter, of minstens even goed zullen hebben. Die aanpak is misschien uitdagend, maar ik denk ook vooruitstrevend. Hij is uitdagend omdat we sommige zaken die al decennialang vanzelfsprekend lijken, durven in vraag te stellen. Die aanpak is vooruitstrevend omdat we de toekomst willen voorbereiden en ons sociaal model, met een sterke sociale bescherming, ook willen veiligstellen. Daarom is deze regering vooruitstrevend. Het verbaast me niet dat heel veel mensen en ook heel veel middenveldorganisaties en belangenorganisaties gereageerd hebben. Het verbaast me niet dat dit regeerakkoord reacties uitlokt. Dat is goed, want dat wil zeggen dat iedereen en ook die organisaties betrokken zijn. Het verontrust mij niet. Belangenorganisaties horen ook de belangen van hun leden te verdedigen en daar is niets mis mee. Naast individuele belangen, naast terechte groepsbelangen, is er – en het is daarnet ook gezegd – ook het algemeen belang. Men moet op bepaalde ogenblikken, collega’s, de loopgraven durven uitkomen, het eigen gelijk durven te overstijgen en via dialoog, die zo belangrijk is, akkoorden durven afsluiten. Als men op het standpunt “niet ik, maar de ander moet besparen” blijft, dan kiest men ervoor om mensen te verdelen. Wij, christendemocraten, willen de mensen niet verdelen, wij willen mensen samenbrengen. Ook deze regering zal dat doen. Het is daarom niet toevallig dat al in het begin van het regeerakkoord het belang van het sociaal overleg onderstreept wordt. Het is de ambitie van deze regering en van deze meerderheid om met de sociale partners een toekomstplan met economische groei mogelijk te maken. Collega’s, wij hebben voor de verkiezingen duidelijke keuzes gemaakt. De vijf volgende jaren zullen wij niet communautair onderhandelen over een nieuwe staatshervorming. Wij leggen onze prioriteiten bij de sociaal-economische problemen, bij jobs, de betaalbaarheid van de pensioenen en de instandhouding van onze sociale bescherming. Dat zijn keuzes voor zowel economische groei als sociale vooruitgang. Wij zijn ervan overtuigd dat men geen sociaal paradijs bouwt op een economisch kerkhof. Wij zijn er ook van overtuigd dat men geen economisch paradijs bouwt op een sociaal kerkhof. Dat waren onze krijtlijnen voor de verkiezingen en tijdens de onderhandelingen. Het zullen ook onze krijtlijnen blijven in de komende vijf jaar. Collega’s, die keuzes vinden wij ook terug in het regeerakkoord. Dit is inderdaad de eerste regering sinds twintig jaar zonder communautaire agenda. Het is een regering met sociaal-economische prioriteiten. Ik denk dat iedereen, zowel de meerderheid als de oppositie, het erover eens was – zelfs tijdens de campagne – en is dat wij de laatste tijd heel wat concurrentievermogen verloren hebben. In een open economie als de onze, in een klein land als het onze, is dat nefast. Het stelt ons voor problemen. Een verlies aan concurrentiekracht betekent namelijk een verlies aan jobs. Minder jobs betekenen minder inkomsten voor de sociale zekerheid. Minder inkomsten voor de sociale zekerheid betekenen meer armoede. Welnu, collega’s, wij willen die vicieuze cirkel doorbreken. Vrienden, net zoals ik niet begrijp dat men alles van deze regering afbrandt, zal men van mij ook nooit te horen krijgen dat ik afbrand wat de vorige regering heeft gedaan. De vorige regering heeft in een moeilijke budgettaire context inspanningen gedaan om de loonhandicap een stukje terug te dringen. Wij zetten die lijn verder. We doen belangrijke extra inspanningen om die handicap versneld weg te werken tegen 2018. Ja, wij doen dat met een indexsprong. Er werd reeds uitvoerig over gedebatteerd en ik ga niet in herhaling vallen. Collega’s, ook de vorige regering heeft aan de index gesleuteld. Wij doen in deze legislatuur eenmalig een indexsprong, de vorige regering deed verschillende indexsprongetjes. Laten we dat ook niet ontkennen, dat is de realiteit.
