Country	orgType	orgID	AbbrName	FullName	From	To	Orientation-LR	Wikipedia	CHES-ID
EE	parliamentaryGroup	group.EKRE	EKRE	Eesti Konservatiivne Rahvaerakond	-	-	Right to far-right	https://en.wikipedia.org/wiki/Conservative_People's_Party_of_Estonia	EKRE
ES-CT	parliament	PC	PC	Parliament of Catalonia	1932-11-20	-	-	https://en.wikipedia.org/wiki/Parliament_of_Catalonia	-
ES-CT	government	GOV	GOV	Executive Council of Catalonia	1931-04-28	-	-	https://en.wikipedia.org/wiki/Executive_Council_of_Catalonia	-
ES-CT	politicalParty	party.Independent	Independent	Independent	-	-	-	-	-
ES-CT	politicalParty	party.JuntsPelSí	JuntsPelSí	Junts pel Sí	-	-	-	-	-
ES-CT	politicalParty	party.Cs	Cs	Ciudadanos	-	-	Centre-right	https://en.wikipedia.org/wiki/Citizens_(Spanish_political_party)	-
ES-CT	politicalParty	party.PSC	PSC (PSC PSOE)	Partit Socialista de Catalunya	-	-	Centre-left	https://en.wikipedia.org/wiki/Socialists'_Party_of_Catalonia	-
ES-CT	politicalParty	party.PP	PP	Partido Popular	-	-	Centre-right to right	https://en.wikipedia.org/wiki/People's_Party_of_Catalonia	-
ES-CT	politicalParty	party.CUP	CUP	Candidatura d'Unitat Popular	-	-	Left to far-left	https://en.wikipedia.org/wiki/Popular_Unity_Candidacy	-
ES-CT	politicalParty	party.CSQP	CSQP	Catalunya Sí que es Pot	-	-	Left	https://en.wikipedia.org/wiki/Catalunya_Sí_que_es_Pot	-
ES-CT	politicalParty	party.PDECAT	PDECAT	Partit Demòcrata Europeu Català	-	-	Big tent	https://en.wikipedia.org/wiki/Junts_pel_Sí	-
ES-CT	politicalParty	party.ERC	ERC	Esquerra Republicana de Catalunya	-	-	Centre-left to left	https://en.wikipedia.org/wiki/Republican_Left_of_Catalonia	-
ES-CT	politicalParty	party.CatenCumú-PODEM	CCP	Catalunya en Comú-Podem	-	-	Left	https://en.wikipedia.org/wiki/Catalunya_en_Comú–Podem	-
ES-CT	politicalParty	party.JxCAT	JxCAT	Junts per Catalunya	-	-	Centre-right to right	https://en.wikipedia.org/wiki/Together_for_Catalonia_(2020)	-
ES-CT	politicalParty	party.VOX	VOX	VOX	-	-	Right to far-right	https://es.wikipedia.org/wiki/Vox_Cataluña	-
ES-CT	politicalParty	party.PSC-Units	PSC-Units	Partit dels Socialistes de Catalunya - Units per avançar	-	-	-	-	-
ES-CT	politicalParty	party.CUP-NCG	CUP-NCG	Candidatura d'Unitat Popular - Un nou cicle per guanyar	-	-	Left	https://ca.wikipedia.org/wiki/Candidatura_d'Unitat_Popular_-_Un_nou_cicle_per_guanyar	-
ES-CT	politicalParty	party.ECP	ECP	Catalunya en Comú-Podem	-	-	Left	https://en.wikipedia.org/wiki/En_Comú_Podem	-
ES-CT	politicalParty	party.SCC	SCC	Societat Civil Catalana	-	-	-	-	-
ES-CT	parliamentaryGroup	PG.PSCUA-XII	GP-PSC-UNITS	Grup Parlamentari Socialistes i Units per Avançar	-	-	Centre	https://en.wikipedia.org/wiki/United_to_Advance	-
ES-CT	parliamentaryGroup	PG.PSCUA-XIV	GP-PSC-UNITS	Grup Parlamentari Socialistes i Units per Avançar	-	-	Centre	https://en.wikipedia.org/wiki/United_to_Advance	-
ES-CT	parliamentaryGroup	PG.PSC-XIV	GP-PSC-UNITS	Grup Parlamentari Socialistes i Units per Avançar	-	-	Centre	https://en.wikipedia.org/wiki/United_to_Advance	-
ES-CT	parliamentaryGroup	PG.PSC-XI	GP-PSC	Grup Parlamentari Socialista	-	-	Centre-left	https://en.wikipedia.org/wiki/Socialists'_Party_of_Catalonia	-
ES-CT	parliamentaryGroup	PG.REP	GP-REP	Grup Parlamentari Republicà	-	-	-	-	-
ES-CT	parliamentaryGroup	PG.ERC-XIV	GP-ERC	Grup Parlamentari Esquerra Republicana de Catalunya	-	-	Centre-left to left	https://en.wikipedia.org/wiki/Republican_Left_of_Catalonia	-
ES-CT	parliamentaryGroup	PG.JxCAT-XII	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	-	-	Centre-right to right	https://en.wikipedia.org/wiki/Together_for_Catalonia_(2020)	-
ES-CT	parliamentaryGroup	PG.JxCAT-XIV	GP-JxCAT	Grup Parlamentari de Junts per Catalunya	-	-	Centre-right to right	https://en.wikipedia.org/wiki/Together_for_Catalonia_(2020)	-
ES-CT	parliamentaryGroup	PG.JxSi-XI	GP-JxSi	Grup Parlamentari de Junts pel Sí	-	-	Big tent	https://en.wikipedia.org/wiki/Junts_pel_Sí	-
ES-CT	parliamentaryGroup	PG.VOX-XIV	GP-VOX	Grup Parlamentari de VOX en Cataluña	-	-	Right to far-right	https://es.wikipedia.org/wiki/Vox_Cataluña	-
ES-CT	parliamentaryGroup	PG.CUP-NCPG-XIV	GP-CUP	Grup Parlamentari de la Candidatura d'Unitat Popular - Un Nou Cicle per Guanyar	-	-	Left to far-left	https://en.wikipedia.org/wiki/Popular_Unity_Candidacy	-
ES-CT	parliamentaryGroup	PG.CUP-XI	GP-CUP	Grup Parlamentari de la Candidatura d'Unitat Popular - Crida Constituent	-	-	Left to far-left	https://en.wikipedia.org/wiki/Popular_Unity_Candidacy	-
ES-CT	parliamentaryGroup	PG.CUP-XII	GP-CUP	Grup Parlamentari de la Candidatura d'Unitat Popular - Crida Constituent	-	-	Left to far-left	https://en.wikipedia.org/wiki/Popular_Unity_Candidacy	-
ES-CT	parliamentaryGroup	PG.ECP-XIV	GP-ECP	Grup Parlamentari d'En Comú Podem	-	-	Left	https://en.wikipedia.org/wiki/En_Comú_Podem	-
ES-CT	parliamentaryGroup	PG.CSP-XI	GP-CSP	Grup Parlamentari Catalunya sí que es Pot	-	-	Left	https://en.wikipedia.org/wiki/Catalunya_Sí_que_es_Pot	-
ES-CT	parliamentaryGroup	PG.CECP-XII	GP-CCP	Grup Parlamentari de Catalunya en Comú-Podem	-	-	Left	https://en.wikipedia.org/wiki/Catalunya_en_Comú–Podem	-
ES-CT	parliamentaryGroup	PG.Cs-XI	GP-Cs	Grup Parlamentari de Ciutadans	-	-	Centre-right	https://en.wikipedia.org/wiki/Citizens_(Spanish_political_party)	-
ES-CT	parliamentaryGroup	PG.Cs-XII	GP-Cs	Grup Parlamentari de Ciutadans	-	-	Centre-right	https://en.wikipedia.org/wiki/Citizens_(Spanish_political_party)	-
ES-CT	parliamentaryGroup	PG.Cs-XIV	GP-Cs	Grup Parlamentari de Ciutadans	-	-	Centre-right	https://en.wikipedia.org/wiki/Citizens_(Spanish_political_party)	-
ES-CT	parliamentaryGroup	PG.GM	GP-GM	Grup Mixt	-	-	-	-	-
ES-CT	parliamentaryGroup	PG.PPC-XI	GP-PPC	Grup Parlamentari del Partit Popular de Catalunya	-	-	Centre-right to right	https://en.wikipedia.org/wiki/People's_Party_of_Catalonia	-
ES-GA	parliament	PG	PG	Parliament of Galicia	1981-12-19	-	-	https://en.wikipedia.org/wiki/Parliament_of_Galicia	-
ES-GA	government	GOV	GOV	Regional Government of Galicia	1981	-	-	https://en.wikipedia.org/wiki/Xunta_de_Galicia	-
ES-GA	politicalParty	party.BNG	BNG	Galician Nationalist Bloc	1982-09-25	-	Left	https://en.wikipedia.org/wiki/Galician_Nationalist_Bloc	-
ES-GA	politicalParty	party.PPdeG	PPdeG	People's Party of Galicia	1989-01-22	-	Centre-right to right	https://en.wikipedia.org/wiki/People%27s_Party_of_Galicia	-
ES-GA	politicalParty	party.PSdeG-PSOE	PSdeG-PSOE	Socialists' Party of Galicia	1879-05-02	-	Centre-left	https://en.wikipedia.org/wiki/Socialists%27_Party_of_Galicia	-
ES-GA	politicalParty	party.PodemosG	PodemosG	Podemos Galicia	2014	-	Left to far-left	https://es.wikipedia.org/wiki/Podemos_Galicia	-
ES-GA	politicalParty	party.EU	EU	United Left	1986	-	Left	https://en.wikipedia.org/wiki/United_Left_(Galicia)	-
ES-GA	politicalParty	party.EQUO	EQUO	Greens Equo	2011-07-04	-	Centre-left to left	https://en.wikipedia.org/wiki/Greens_Equo	-
ES-GA	politicalParty	party.Anova-IN	Anova-IN	Renewal-Nationalist Brotherhood	2012-07-14	-	Left	https://en.wikipedia.org/wiki/Renewal%E2%80%93Nationalist_Brotherhood	-
ES-GA	politicalParty	party.EcoSoGal	EcoSoGal	Galician Eco-Socialist Space	2012-05-31	2017	Left	https://en.wikipedia.org/wiki/Espazo_Ecosocialista_Galego	-
ES-GA	politicalParty	party.CxG	CxG	Committment to Galicia	2012	-	Centre-left	https://en.wikipedia.org/wiki/Commitment_to_Galicia	-
ES-GA	politicalParty	party.PGD	PGD	Galician Nationalist Democratic Party	2004-11-13	2012	Centre	https://en.wikipedia.org/wiki/Partido_Galeguista_Demócrata	-
ES-GA	politicalParty	party.UPYD	UPyD	Union, Progress and Democarcy	2007-09-29	2020-12-06	Centre to centre-left	https://en.wikipedia.org/wiki/Commitment_to_Galicia	-
ES-GA	politicalParty	party.PACMA	PACMA	Animalist Party Against Mistreatment of Animals	2003-02-24	-	Centre-left	https://en.wikipedia.org/wiki/Animalist_Party_Against_Mistreatment_of_Animals	-
ES-GA	politicalParty	party.DO	DO	Ourensan Democracy	2001	-	Big tent	https://en.wikipedia.org/wiki/Ourensan_Democracy	-
ES-GA	politicalParty	party.UCE	UCE	Communist Unification of Spain	1973	-	Far-left	https://en.wikipedia.org/wiki/Communist_Unification_of_Spain	-
ES-GA	politicalParty	party.PIRATA.GAL	PIRATA.GAL	Pirates of Galicia	2012-11-26	-	Pirate Party	https://en.wikipedia.org/wiki/Pirate_Party_of_Galicia	-
ES-GA	politicalParty	party.CDL	CDL	Liberal Democratic Centre	2006-02-14	2014-02-24	Centre	https://en.wikipedia.org/wiki/Liberal_Democratic_Centre	-
ES-GA	politicalParty	party.FE-JONS	FE-JONS	Spanish Phalanx of the Committees for the National-Syndicalist Offensive	1976-10-04	-	Far-right	https://en.wikipedia.org/wiki/Falange_Espa%C3%B1ola_de_las_JONS_(1976)	-
ES-GA	politicalParty	party.PH	PH	Humanist Party	1984-05-16	-	Left	https://en.wikipedia.org/wiki/Humanist_Party_(Spain)	-
ES-GA	politicalParty	party.MJ	MJ	For a Fairer World	2004-01-08	-	Centre-left to left	https://en.wikipedia.org/wiki/For_a_Fairer_World	-
ES-GA	politicalParty	party.SDD	SDD	Social and Democratic Party of Law	1993-08-26	-	-	-	-
ES-GA	politicalParty	party.Cs	Cs	Citizens	2006	-	Centre-right	https://en.wikipedia.org/wiki/Citizens_(Spanish_political_party)	-
ES-GA	politicalParty	party.GAÑEMOS	GAÑEMOS	Guanyem	2014-08-26	-	Left	https://en.wikipedia.org/wiki/Guanyem	-
ES-GA	politicalParty	party.EB	EB	Seats in White	2010-10-21	-	Nonpartisanism	https://es.wikipedia.org/wiki/Escaños_en_Blanco	-
ES-GA	politicalParty	party.AIDG	AIDG	Independent Alternativa of Galicia	1982-04-07	-	-	-	-
ES-GA	politicalParty	party.VNG	VNG	New Route Galicia	2016	-	-	-	-
ES-GA	politicalParty	party.P-LIB	P-LIB	Libertarian Party	2009-07-02	-	Right	https://en.wikipedia.org/wiki/Libertarian_Party_(Spain)	-
ES-GA	politicalParty	party.VOX	VOX	Vox	2013-12-17	-	Right	https://en.wikipedia.org/wiki/Vox_(political_party)	-
ES-GA	politicalParty	party.PCTG	PCTG	Communist Party of Workers of Galicia	2019-03-03	-	Far-left	https://en.wikipedia.org/wiki/Communist_Party_of_the_Workers_of_Spain	-
ES-GA	politicalParty	party.CCD	CCD	Democratic Centre Coalition	2010-09-10	-	Centre	https://en.wikipedia.org/wiki/Democratic_Centre_Coalition	-
ES-GA	politicalParty	party.CSD	CSD	With You we are Democracy	2017-07-12	-	Centre	https://es.wikipedia.org/wiki/Contigo_Somos_Democracia	-
ES-GA	politicalParty	party.EM	EM	In Tide	2016-07-30	2020-09-26	Left	https://en.wikipedia.org/wiki/En_Marea	-
ES-GA	politicalParty	party.máisG	máisG	+Galicia	2012-03-11	2012-12-16	Centre-left	https://en.wikipedia.org/wiki/M%C3%A1is_Galiza	-
ES-GA	politicalParty	party.AGE	AGE	Galician Alternativa of the Left	2012-09-11	2016-08-02	Left	https://en.wikipedia.org/wiki/Galician_Left_Alternative	-
ES-GA	politicalParty	party.SCD	SCD	Civil Society and Democracy	2011-07-20	2014	Right to far-right	https://es.wikipedia.org/wiki/Sociedad_Civil_y_Democracia	-
ES-GA	politicalParty	party.PT	PT	Land Party	2011-07-25	-	-	https://en.wikipedia.org/wiki/Land_Party_(Spain)	-
ES-GA	politicalParty	party.PG-PCPE	CG-PCPE	Communists of Galicia-PCPE	2008	-	Far-left	https://en.wikipedia.org/wiki/Communist_Party_of_the_Galician_People	-
ES-GA	politicalParty	party.UC	UC	Union of A Coruña	1989	-	Far-right	https://gl.wikipedia.org/wiki/Unión_Coruñesa	-
ES-GA	politicalParty	party.HARTOS.ORG	HARTOS.ORG	Jaded.org	2011	-	-	-	-
ES-GA	politicalParty	party.C21	C21	Convergence XXI	2009-05-04	-	Centre	https://en.wikipedia.org/wiki/Converxencia_XXI	-
ES-GA	politicalParty	party.SAIn	SAIn	Solidarity and Internationalist Self-Management	2004	-	-	-	-
ES-GA	politicalParty	party.DeC	DeC	Let's Make the Change	2011-09-20	-	-	-	-
ES-GA	politicalParty	party.PAyJ	PAyJ	Anticorruption and Justice Party	2016	-	-	-	-
ES-GA	politicalParty	party.RC-GV	RC-GV	Zero Cuts - Green Group	2014	-	Left	https://en.wikipedia.org/wiki/Zero_Cuts	-
ES-GA	politicalParty	party.CC	CC	Citizens-Centrum	2016-08-11	-	-	-	-
ES-GA	politicalParty	party.GeC	GeC	Galicia in Common	2019-04-15	-	Left	https://en.wikipedia.org/wiki/Galicia_en_Com%C3%BAn	-
ES-GA	politicalParty	party.MG	MG	Galicianist Tide	2020-05-30	-	Left	https://en.wikipedia.org/wiki/Marea_Galeguista	-
ES-GA	politicalParty	party.Abrente-EDG	Abrente-EDG	Abrente-Galician Democratic Left	2012-07-09	-	Centre-left to left	https://en.wikipedia.org/wiki/Abrente%E2%80%93Galician_Democratic_Left	-
ES-GA	politicalParty	party.PNG-PG	PNG-PG	Galician Nationalist Party-Galicianist Party	1987	-	Centre	https://en.wikipedia.org/wiki/Galician_Nationalist_Party%E2%80%93Galicianist_Party	-
ES-GA	politicalParty	party.ADCG	ADCG	Democratic Action Citizens of Galicia	2016-01-01	-	-	-	-
ES-GA	politicalParty	party.ADCeG	ADCeG	Democratic Action of Center of Galicia	2010-08-18	2016-01-01	-	-	-
ES-GA	parliamentaryGroup	parliamentaryGroup.GPPPdeG	GPPPdeG	Galician People's Parliamentary Group	-	-	-	-	-
ES-GA	parliamentaryGroup	parliamentaryGroup.GPPSdeG	GPPSdeG	Galician Socialists' Parliamentary Group	-	-	Centre-left	https://en.wikipedia.org/wiki/Socialists'_Party_of_Galicia	-
ES-GA	parliamentaryGroup	parliamentaryGroup.GPBNG	GPBNG	Galician Nationalist Bloc Parliamentary Group	-	-	Left	https://en.wikipedia.org/wiki/Galician_Nationalist_Bloc	-
ES-GA	parliamentaryGroup	parliamentaryGroup.GPAGE	GPAGE	Galician Leftist Alternative Parliamentary Group	-	-	Left	https://en.wikipedia.org/wiki/Galician_Left_Alternative	-
ES-GA	parliamentaryGroup	parliamentaryGroup.GPM	GPM	Mixed Parliamentary Group	-	-	-	-	-
ES-GA	parliamentaryGroup	parliamentaryGroup.GPEM	GPEM	In Tide Parliamentary Group	-	-	Left	https://en.wikipedia.org/wiki/En_Marea	-
ES-GA	parliamentaryGroup	parliamentaryGroup.GPGCE	GPGCE	Common Leftist Parliamentary Group	-	-	Left	https://en.wikipedia.org/wiki/Galicia_en_Común	-
ES-PV	government	government.PV	PV	Eusko Jaurlaritza	-	-	-	-	-
ES-PV	parliament	ES-PV	ES-PV	Basque Parliament	1980-03-11	-	-	https://en.wikipedia.org/wiki/Basque_Parliament	-
ES-PV	politicalParty	EAJ-PNV	EAJ/PNV	Euzko Alderdi Jeltzalea	1895-07-31	-	Centre	https://en.wikipedia.org/wiki/Basque_Nationalist_Party	-
ES-PV	politicalParty	EHBildu	EH Bildu	Euskal Herria Bildu	2012-06-12	-	Left to far-left	https://en.wikipedia.org/wiki/EH_Bildu	-
ES-PV	politicalParty	PSE-EE	PSE-EE	Euskadiko Alderdi Sozialista - Euskadiko Ezkerra	1993	-	Centre-left	https://en.wikipedia.org/wiki/Socialist_Party_of_the_Basque_Country%E2%80%93Basque_Country_Left	-
ES-PV	politicalParty	EP-IU	EP-IU	Elkarrekin Podemos - IU	2016-08-11	-	Left	https://en.wikipedia.org/wiki/Elkarrekin_Podemos	-
ES-PV	politicalParty	PP	PP	Alderdi Popularra	1990-01-01	-	Centre-right to right	https://en.wikipedia.org/wiki/PP%2BCs	-
ES-PV	politicalParty	PP-Cs	PP+Cs	Alderdi Popularra + Ciudadanos	2020-02-21	-	Centre-right to right	https://en.wikipedia.org/wiki/PP%2BCs	-
ES-PV	parliamentaryGroup	EzAn-IU	EzAn-IU	Ezker Anitza	2012-01-28	-	Left to far-left	https://en.wikipedia.org/wiki/Ezker_Anitza	-
ES-PV	parliamentaryGroup	Vox	Vox	Vox	2013-12-17	-	Far-right	https://en.wikipedia.org/wiki/Vox_(political_party)	-
ES-PV	politicalParty	UPyD	UPyD	Unión, Progreso y Democracia	2007-09-26	2020-12-06	Centre to centre-left	https://en.wikipedia.org/wiki/Union,_Progress_and_Democracy	-
ES	parliament	CD	CD	National Assembly of Spain	1978-12-29	-	-	https://en.wikipedia.org/wiki/Congress_of_Deputies	-
ES	government	GOV	GOV	Government of Spain	1978-12-29	-	-	https://en.wikipedia.org/wiki/Government_of_Spain	-
ES	parliamentaryGroup	party.PSCPSCPSOE	PSC(PSC-PSOE)	Partido de los Socialistas de Cataluña	-	-	Centre-left	https://en.wikipedia.org/wiki/Socialists%27_Party_of_Catalonia	PSC
ES	parliamentaryGroup	party.PSOEdeAndalucía	PSOEdeAndalucía	Partido Socialista Obrero Español de Andalucía	-	-	Centre-left	https://en.wikipedia.org/wiki/Spanish_Socialist_Workers%27_Party_of_Andalusia	-
ES	parliamentaryGroup	party.PPEU	PP-EU	Partido Popular	-	-	Centre-right to right	https://en.wikipedia.org/wiki/People%27s_Party_(Spain)	PP
ES	parliamentaryGroup	party.EUiA	EUiA	Esquerra Unida i Alternativa	-	-	Left	https://en.wikipedia.org/wiki/United_and_Alternative_Left	-
ES	parliamentaryGroup	party.CCNCPNC	CC-NC-PNC	Coalición Canaria-Nueva Canaria-Partido Nacionalista Canario	-	-	Centre to centre-right	https://en.wikipedia.org/wiki/Agreement_of_Nationalist_Unity	-
ES	parliamentaryGroup	party.COMPROMÍSQ	Compromís-Q	Comprommís-Q	-	-	-	-	-
ES	parliamentaryGroup	party.ERCRIcat	ERC-RI.cat	Esquerra Republicana de Catalunya - Reagrupament Independentista	-	-	Centre-left to left	https://en.wikipedia.org/wiki/Republican_Left_of_Catalonia	ERC
ES	parliamentaryGroup	party.EUPV	EUPV	Esquerra Unida del País Valencià	-	-	Left	https://en.wikipedia.org/wiki/A_la_valenciana	-
ES	parliamentaryGroup	party.GB	GB	Geroa Bai	-	-	Centre-left	https://en.wikipedia.org/wiki/Geroa_Bai	-
ES	parliamentaryGroup	party.ICV	ICV	Iniciativa per Catalunya Verds	-	-	Left	https://en.wikipedia.org/wiki/Initiative_for_Catalonia_Greens	IC ICV
ES	parliamentaryGroup	party.UPN	UPN	Unión del Pueblo Navarro	-	-	Centre-right to right	https://en.wikipedia.org/wiki/Navarrese_People%27s_Union	-
ES	parliamentaryGroup	party.AMAIUR	Amaiur	Amaiur	-	-	Left	https://en.wikipedia.org/wiki/Amaiur	Amaiur
ES	parliamentaryGroup	party.CiU	CiU	Convergència i Unió	-	-	Centre to centre-right	https://en.wikipedia.org/wiki/Convergence_and_Union	CiU
ES	parliamentaryGroup	party.IZQPLU	IZQ-PLU	Izquierda Plural	-	-	Left	https://en.wikipedia.org/wiki/Plural_Left_(Spain,_2011)	-
ES	parliamentaryGroup	party.DL	DL	Democràcia i Llibertat	-	-	Centre-right	https://en.wikipedia.org/wiki/Democracy_and_Freedom	-
ES	parliamentaryGroup	party.UPyD	UPyD	Unión Progreso y Democracia	-	-	Centre to centre-left	https://en.wikipedia.org/wiki/Union,_Progress_and_Democracy	UPyD
ES	parliamentaryGroup	party.PSOENCa	PSOE-NCa	Partido Socialista Obrero Español - Nueva Canarias	-	-	Centre-left	https://en.wikipedia.org/wiki/Socialist_Party_of_the_Canaries	-
ES	parliamentaryGroup	party.PSdGPSOE	PSdG-PSOE	Partido dos Socialistas de Galicia - Partido Socialista Obrero Español	-	-	Centre-left	https://en.wikipedia.org/wiki/Socialists%27_Party_of_Galicia	-
ES	parliamentaryGroup	party.PPPAR	PP-PAR	Partido Popular - Partido Aragonés	-	-	Centre-right to right	https://en.wikipedia.org/wiki/People%27s_Party_(Spain)	PP
ES	parliamentaryGroup	party.EMPAEU	EM-P-A-EU	En Marea - Podemos - Anova - Esquerda Unida	-	-	-	-	-
ES	parliamentaryGroup	party.CPEUPV	C-P-EUPV	Compromís - Podemos - Esquerra Unida del País Valencià	-	-	-	-	-
ES	parliamentaryGroup	party.CDC	CDC	Convergècia Democràtica de Catalunya	-	-	Centre-right	https://en.wikipedia.org/wiki/Democratic_Convergence_of_Catalonia	-
ES	parliamentaryGroup	party.UPNPP	UPN-PP	Unión Pueblo Navarro - Partido Popular	-	-	Centre-right to right	https://en.wikipedia.org/wiki/Navarrese_People%27s_Union	-
ES	parliamentaryGroup	party.ERCCATSÍ	ERC-CATSÍ	Esquerra Republicana de Catalunya - Catalunya Sí	-	-	Centre-left to left	https://en.wikipedia.org/wiki/Republican_Left_of_Catalonia%E2%80%93Catalonia_Yes	-
ES	parliamentaryGroup	party.UPM	UPM	Unión por un Movimiento Popular	-	-	Centre-right	https://es.wikipedia.org/wiki/Uni%C3%B3n_por_un_Movimiento_Popular	-
ES	parliamentaryGroup	party.CCaPNC	CCa-PNC	Coalición Canaria - Partido Nacionalista Canario	-	-	Centre to centre-right	https://es.wikipedia.org/wiki/Coalici%C3%B3n_Canaria	-
ES	parliamentaryGroup	party.ECP	ECP	En Comú Podem	-	-	Left	https://en.wikipedia.org/wiki/En_Com%C3%BA_Podem	-
ES	parliamentaryGroup	party.CCaPNCNC	CCa-PNC-NC	Coalición Canaria - Partido Nacionalista Canario - Nueva Canarias	-	-	Centre to centre-right	https://en.wikipedia.org/wiki/Agreement_of_Nationalist_Unity	-
ES	parliamentaryGroup	party.ECUP	EC-UP	En Comú Podem - Unidas Podemos	-	-	Left	https://en.wikipedia.org/wiki/En_Com%C3%BA_Podem	-
ES	parliamentaryGroup	party.CUPPR	CUP-PR	Candidatura d'Unitat Popular	-	-	Left to far-left	https://en.wikipedia.org/wiki/Popular_Unity_Candidacy	-
ES	parliamentaryGroup	party.PSEEEPSOE	PSE-EE-PSOE	Partido Socialista de Euskadi - Euskadiko Ezkerra - Partido Socialista Obrero Español	-	-	Centre-left	https://en.wikipedia.org/wiki/Socialist_Party_of_the_Basque_Country%E2%80%93Basque_Country_Left	-
